eigenvalue	proportion	cumulative
  0      	  0      	  1      	0.111pixel_504+0.11 pixel_950-0.102pixel_178-0.102pixel_735-0.099pixel_82...
  0      	  0      	  1      	0.113pixel_715-0.097pixel_560+0.096pixel_171+0.09 pixel_674-0.089pixel_18...
  0      	  0      	  1      	0.113pixel_767-0.1pixel_2+0.1  pixel_833+0.096pixel_175-0.096pixel_966...
  0      	  0      	  1      	-0.108pixel_209+0.1  pixel_756-0.092pixel_245+0.086pixel_80+0.084pixel_145...
  0      	  0      	  1      	-0.108pixel_349-0.092pixel_685-0.09pixel_129-0.089pixel_541+0.088pixel_545...
  0      	  0      	  1      	-0.15pixel_832+0.106pixel_236-0.102pixel_591+0.094pixel_422+0.093pixel_984...
  0      	  0      	  1      	-0.116pixel_630-0.097pixel_56+0.092pixel_204+0.091pixel_333-0.09pixel_448...
  0      	  0      	  1      	0.099pixel_319-0.098pixel_290-0.096pixel_718+0.093pixel_954+0.093pixel_730...
  0      	  0      	  1      	-0.129pixel_188-0.105pixel_121-0.104pixel_975+0.089pixel_862-0.089pixel_897...
  0      	  0      	  1      	-0.109pixel_282-0.105pixel_591-0.099pixel_99-0.099pixel_23+0.098pixel_830...
  0      	  0      	  1      	0.127pixel_868-0.123pixel_251-0.11pixel_303+0.11 pixel_470+0.108pixel_539...
  0      	  0      	  1      	-0.1pixel_767+0.099pixel_541+0.099pixel_619+0.098pixel_596-0.093pixel_696...
  0      	  0      	  1      	0.133pixel_983-0.106pixel_508+0.094pixel_312+0.094pixel_636-0.093pixel_753...
  0      	  0      	  1      	-0.105pixel_228-0.1pixel_243+0.1  pixel_170+0.096pixel_446+0.094pixel_453...
  0      	  0      	  1      	-0.106pixel_726+0.102pixel_635-0.1pixel_14+0.099pixel_999-0.095pixel_4...
  0      	  0      	  1      	-0.097pixel_559-0.094pixel_490+0.093pixel_230+0.087pixel_52-0.083pixel_287...
  0      	  0      	  1      	-0.107pixel_271-0.107pixel_348-0.096pixel_253+0.096pixel_507-0.09pixel_354...
  0      	  0      	  1      	-0.108pixel_247-0.096pixel_10-0.095pixel_60-0.094pixel_237+0.093pixel_546...
  0      	  0      	  1      	-0.101pixel_922-0.098pixel_452+0.098pixel_120+0.095pixel_342-0.087pixel_203...
  0      	  0      	  1      	0.119pixel_846-0.107pixel_143+0.098pixel_813+0.09 pixel_827+0.083pixel_608...
  0      	  0      	  1      	-0.127pixel_702+0.121pixel_793-0.113pixel_285+0.112pixel_917+0.102pixel_606...
  0      	  0      	  1      	0.112pixel_941-0.103pixel_998+0.103pixel_65-0.103pixel_621+0.097pixel_786...
  0      	  0      	  1      	-0.099pixel_748-0.098pixel_460+0.094pixel_836-0.092pixel_546-0.089pixel_452...
  0      	  0      	  1      	-0.097pixel_142-0.097pixel_111-0.096pixel_86+0.094pixel_110-0.092pixel_96...
  0      	  0      	  1      	0.111pixel_650-0.108pixel_213+0.105pixel_915+0.104pixel_914-0.099pixel_784...
  0      	  0      	  1      	-0.122pixel_575-0.119pixel_780+0.108pixel_911-0.1pixel_975+0.095pixel_750...
  0      	  0      	  1      	-0.128pixel_1009+0.113pixel_242-0.112pixel_47+0.106pixel_218+0.098pixel_501...
  0      	  0      	  1      	-0.148pixel_983+0.117pixel_695-0.114pixel_310-0.104pixel_819+0.1  pixel_846...
  0      	  0      	  1      	0.122pixel_186+0.119pixel_212+0.103pixel_114-0.099pixel_407-0.098pixel_39...
  0      	  0      	  1      	-0.106pixel_211-0.104pixel_582-0.104pixel_576+0.101pixel_919+0.095pixel_694...
  0      	  0      	  1      	0.127pixel_1005-0.127pixel_700+0.107pixel_943-0.107pixel_671+0.103pixel_210...
  0      	  0      	  1      	0.101pixel_945+0.099pixel_178-0.095pixel_911+0.093pixel_752+0.091pixel_581...
  0      	  0      	  1      	0.126pixel_851-0.103pixel_289+0.101pixel_733-0.101pixel_115+0.095pixel_608...
  0      	  0      	  1      	0.117pixel_1007-0.114pixel_375-0.112pixel_974+0.106pixel_352-0.103pixel_413...
  0      	  0      	  1      	0.112pixel_478+0.112pixel_319+0.109pixel_715-0.106pixel_820-0.103pixel_124...
  0      	  0      	  1      	0.105pixel_123-0.102pixel_9+0.099pixel_107-0.09pixel_709+0.09 pixel_948...
  0      	  0      	  1      	0.137pixel_747-0.117pixel_90+0.103pixel_672-0.098pixel_780-0.098pixel_814...
  0      	  0      	  1      	0.127pixel_1005+0.122pixel_723-0.109pixel_598-0.104pixel_973-0.1pixel_449...
  0      	  0      	  1      	-0.12pixel_218-0.107pixel_568-0.095pixel_124-0.093pixel_354+0.093pixel_107...
  0      	  0      	  1      	0.11 pixel_183+0.1  pixel_85-0.098pixel_49-0.095pixel_661+0.095pixel_856...
  0      	  0      	  1      	0.128pixel_734-0.121pixel_790+0.119pixel_518+0.107pixel_576+0.1  pixel_813...
  0      	  0      	  1      	0.126pixel_154-0.109pixel_141-0.106pixel_179-0.105pixel_820-0.102pixel_374...
  0      	  0      	  1      	-0.117pixel_934+0.116pixel_446+0.113pixel_566+0.109pixel_1005-0.105pixel_762...
  0      	  0      	  1      	-0.116pixel_668+0.106pixel_912-0.095pixel_177-0.094pixel_310-0.092pixel_274...
  0      	  0      	  1      	0.137pixel_484+0.111pixel_453-0.104pixel_114-0.103pixel_187+0.101pixel_414...
  0      	  0      	  1      	-0.127pixel_649-0.124pixel_851-0.105pixel_608-0.103pixel_815+0.099pixel_639...
  0      	  0      	  1      	-0.116pixel_750-0.113pixel_799-0.112pixel_576-0.111pixel_749-0.104pixel_242...
  0      	  0      	  1      	-0.116pixel_184-0.113pixel_14-0.111pixel_23+0.109pixel_319+0.106pixel_53...
  0      	  0      	  1      	-0.099pixel_828-0.096pixel_1006+0.094pixel_143-0.092pixel_218+0.09 pixel_1001...
  0      	  0      	  1      	0.122pixel_310-0.107pixel_671-0.103pixel_182+0.091pixel_516-0.087pixel_242...
  0      	  0      	  1      	-0.346pixel_1011+0.305pixel_1014+0.237pixel_1018-0.164pixel_1015-0.13pixel_942...
  0      	  0      	  1      	-0.527pixel_1013+0.255pixel_1019+0.223pixel_1015-0.164pixel_1011+0.127pixel_1018...
  0      	  0      	  1      	0.413pixel_1015+0.367pixel_1013-0.225pixel_1011+0.104pixel_1009+0.091pixel_35...
  0      	  0      	  1      	-0.197pixel_1009-0.169pixel_1014+0.129pixel_817+0.109pixel_766+0.108pixel_916...
  0      	  0      	  1      	-0.316pixel_1009+0.236pixel_1014-0.203pixel_1018+0.116pixel_1015-0.099pixel_507...
  0      	  0      	  1      	-0.208pixel_1005+0.143pixel_1014-0.121pixel_881+0.117pixel_858-0.111pixel_1003...
  0      	  0      	  1      	-0.579pixel_1022+0.128pixel_991+0.106pixel_990+0.099pixel_1024+0.088pixel_1020...
  0      	  0      	  1      	0.575pixel_1021-0.139pixel_1022-0.11pixel_266-0.089pixel_910+0.087pixel_511...
  0      	  0      	  1      	0.393pixel_1023+0.12 pixel_175-0.104pixel_42-0.102pixel_186-0.1pixel_52...
  0      	  0      	  1      	-0.803pixel_1016+0.117pixel_1013+0.113pixel_1024+0.111pixel_1017+0.1  pixel_1011...
  0      	  0      	  1      	-0.423pixel_1019+0.319pixel_1015-0.257pixel_1013-0.126pixel_33+0.122pixel_1018...
  0      	  0      	  1      	-0.365pixel_1020+0.12 pixel_160-0.115pixel_773-0.114pixel_668-0.105pixel_408...
  0      	  0      	  1      	-0.802pixel_1017-0.099pixel_262+0.091pixel_1024-0.084pixel_994+0.08 pixel_1019...
  0      	  0      	  1      	-0.167pixel_1008+0.136pixel_726+0.127pixel_943+0.122pixel_388-0.108pixel_727...
  0      	  0      	  1      	-0.146pixel_123+0.133pixel_1009+0.12 pixel_217-0.113pixel_912+0.109pixel_877...
  0      	  0      	  1      	-0.128pixel_151+0.115pixel_114+0.114pixel_220-0.112pixel_304-0.108pixel_575...
  0      	  0      	  1      	0.138pixel_850+0.125pixel_303-0.117pixel_385+0.111pixel_1011-0.11pixel_914...
  0      	  0      	  1      	0.136pixel_886+0.112pixel_581+0.111pixel_451-0.104pixel_796+0.102pixel_785...
  0      	  0      	  1      	-0.187pixel_1011+0.155pixel_1008+0.123pixel_1009+0.108pixel_1010+0.103pixel_667...
  0      	  0      	  1      	0.15 pixel_1011+0.114pixel_751+0.106pixel_203-0.102pixel_949+0.101pixel_486...
  0      	  0      	  1      	-0.121pixel_1014-0.113pixel_749+0.112pixel_1003-0.11pixel_974-0.109pixel_939...
  0      	  0      	  1      	0.136pixel_732+0.132pixel_950+0.132pixel_1007-0.125pixel_939+0.109pixel_597...
  0      	  0      	  1      	-0.115pixel_182-0.115pixel_518+0.11 pixel_446+0.109pixel_915-0.108pixel_438...
  0      	  0      	  1      	-0.115pixel_985-0.105pixel_986+0.105pixel_1010-0.104pixel_1008+0.099pixel_914...
  0      	  0      	  1      	0.11 pixel_1014-0.108pixel_32-0.105pixel_1010-0.104pixel_303+0.096pixel_448...
  0      	  0      	  1      	0.122pixel_286-0.104pixel_353+0.103pixel_856-0.1pixel_1018+0.098pixel_1010...
  0      	  0      	  1      	0.116pixel_149-0.111pixel_920-0.11pixel_366-0.109pixel_49+0.093pixel_48...
  0      	  0      	  1      	0.097pixel_179+0.091pixel_973-0.088pixel_149+0.084pixel_734+0.083pixel_739...
  0      	  0      	  1      	-0.123pixel_1000-0.118pixel_639-0.104pixel_704-0.098pixel_191-0.098pixel_983...
  0      	  0      	  1      	0.094pixel_47-0.091pixel_56-0.09pixel_976+0.089pixel_21+0.088pixel_24...
  0      	  0      	  1      	-0.108pixel_47+0.097pixel_677+0.093pixel_752+0.093pixel_954+0.092pixel_798...
  0      	  0      	  1      	-0.108pixel_736+0.104pixel_892-0.104pixel_511+0.099pixel_284-0.099pixel_725...
  0      	  0      	  1      	-0.118pixel_253-0.116pixel_913-0.111pixel_91-0.11pixel_1006-0.101pixel_1003...
  0      	  0      	  1      	0.1  pixel_724+0.098pixel_149-0.095pixel_946+0.094pixel_986+0.092pixel_19...
  0      	  0      	  1      	-0.117pixel_916-0.109pixel_780-0.109pixel_479+0.096pixel_442-0.091pixel_674...
  0      	  0      	  1      	-0.106pixel_488+0.106pixel_389+0.106pixel_121+0.097pixel_821+0.095pixel_251...
  0      	  0      	  1      	0.12 pixel_59-0.12pixel_127-0.106pixel_212+0.103pixel_529-0.097pixel_253...
  0      	  0      	  1      	0.12 pixel_343+0.108pixel_373+0.101pixel_321-0.101pixel_110-0.095pixel_546...
  0      	  0      	  1      	0.121pixel_58-0.11pixel_260-0.107pixel_818+0.105pixel_581+0.097pixel_564...
  0      	  0      	  1      	0.105pixel_508+0.098pixel_384+0.097pixel_139-0.096pixel_414-0.094pixel_46...
  0      	  0      	  1      	0.105pixel_662+0.105pixel_133+0.097pixel_1007-0.091pixel_417-0.087pixel_369...
  0      	  0      	  1      	-0.111pixel_205-0.107pixel_119-0.102pixel_621+0.093pixel_243-0.092pixel_973...
  0      	  0      	  1      	0.119pixel_330-0.1pixel_44-0.096pixel_860-0.09pixel_670+0.089pixel_400...
  0      	  0      	  1      	0.13 pixel_156+0.129pixel_727+0.096pixel_148+0.091pixel_784-0.09pixel_234...
  0      	  0      	  1      	-0.118pixel_735-0.1pixel_606+0.1  pixel_153-0.099pixel_784-0.097pixel_876...
  0      	  0      	  1      	0.104pixel_81+0.1  pixel_117+0.096pixel_717-0.094pixel_515-0.091pixel_949...
  0      	  0      	  1      	0.119pixel_280-0.106pixel_694-0.095pixel_566-0.094pixel_192-0.091pixel_1005...
  0      	  0      	  1      	0.119pixel_892-0.094pixel_799-0.094pixel_766-0.093pixel_177-0.09pixel_795...
  0      	  0      	  1      	0.117pixel_731-0.109pixel_25-0.108pixel_911+0.097pixel_882-0.091pixel_520...
  0      	  0      	  1      	-0.145pixel_1007-0.108pixel_639-0.104pixel_380+0.1  pixel_916+0.098pixel_942...
  0      	  0      	  1      	-0.111pixel_411-0.109pixel_980+0.106pixel_351+0.104pixel_830+0.094pixel_725...
  0      	  0      	  1      	0.11 pixel_915-0.098pixel_320-0.096pixel_182+0.094pixel_53-0.09pixel_766...
  0      	  0      	  1      	-0.106pixel_953+0.101pixel_477+0.098pixel_48-0.092pixel_94+0.09 pixel_57...
  0      	  0      	  1      	0.133pixel_120+0.109pixel_215-0.108pixel_111+0.108pixel_324-0.103pixel_304...
  0      	  0      	  1      	-0.106pixel_509+0.1  pixel_608-0.097pixel_603-0.092pixel_187-0.09pixel_299...
  0      	  0      	  1      	0.106pixel_854+0.096pixel_733+0.091pixel_876+0.09 pixel_118-0.09pixel_830...
  0      	  0      	  1      	0.097pixel_702+0.093pixel_152+0.092pixel_1011+0.091pixel_114+0.089pixel_574...
  0      	  0      	  1      	0.11 pixel_796-0.103pixel_150-0.1pixel_606+0.098pixel_791+0.095pixel_284...
  0      	  0      	  1      	-0.124pixel_287-0.111pixel_611-0.109pixel_1008+0.1  pixel_849-0.088pixel_238...
  0      	  0      	  1      	0.11 pixel_1005+0.105pixel_348+0.099pixel_639+0.095pixel_216+0.095pixel_241...
  0      	  0      	  1      	-0.123pixel_111-0.101pixel_717+0.1  pixel_824+0.1  pixel_758-0.098pixel_950...
  0      	  0      	  1      	0.105pixel_304+0.1  pixel_3-0.1pixel_882-0.095pixel_784+0.093pixel_1005...
  0      	  0      	  1      	0.12 pixel_579-0.108pixel_529+0.104pixel_914+0.101pixel_813+0.099pixel_641...
  0      	  0      	  1      	-0.118pixel_919+0.116pixel_733-0.108pixel_1008+0.104pixel_407-0.097pixel_663...
  0      	  0      	  1      	0.105pixel_476+0.098pixel_974-0.091pixel_253+0.087pixel_915+0.086pixel_76...
  0      	  0      	  1      	-0.121pixel_1006-0.108pixel_780+0.105pixel_50-0.103pixel_86+0.101pixel_479...
  0      	  0      	  1      	0.11 pixel_53-0.103pixel_179-0.102pixel_887+0.102pixel_1007+0.097pixel_757...
  0      	  0      	  1      	0.109pixel_717-0.104pixel_514+0.095pixel_819-0.091pixel_747-0.086pixel_909...
  0      	  0      	  1      	-0.122pixel_566-0.113pixel_638-0.105pixel_81-0.103pixel_702-0.099pixel_1009...
  0      	  0      	  1      	0.11 pixel_272-0.105pixel_821+0.096pixel_582+0.091pixel_645+0.091pixel_908...
  0      	  0      	  1      	-0.131pixel_847-0.11pixel_251+0.109pixel_911+0.107pixel_828+0.098pixel_824...
  0      	  0      	  1      	0.126pixel_184+0.118pixel_251+0.106pixel_317+0.104pixel_671-0.084pixel_49...
  0      	  0      	  1      	-0.122pixel_826-0.113pixel_718-0.108pixel_982+0.103pixel_414+0.101pixel_810...
  0      	  0      	  1      	-0.108pixel_823-0.104pixel_407-0.102pixel_943-0.098pixel_212+0.098pixel_851...
  0      	  0      	  1      	0.113pixel_859-0.11pixel_540+0.097pixel_516+0.095pixel_986-0.091pixel_47...
  0      	  0      	  1      	0.123pixel_47+0.096pixel_152+0.095pixel_852+0.095pixel_287-0.093pixel_907...
  0      	  0      	  1      	0.111pixel_1003+0.109pixel_830+0.103pixel_361+0.1  pixel_265+0.098pixel_310...
  0      	  0      	  1      	-0.113pixel_630+0.099pixel_111+0.094pixel_334+0.094pixel_149-0.093pixel_25...
  0      	  0      	  1      	0.125pixel_227-0.109pixel_440-0.104pixel_215+0.104pixel_524+0.1  pixel_128...
  0      	  0      	  1      	-0.124pixel_837+0.118pixel_491+0.107pixel_461-0.103pixel_248+0.1  pixel_39...
  0      	  0      	  1      	0.093pixel_531+0.092pixel_798+0.092pixel_892-0.091pixel_27+0.09 pixel_995...
  0      	  0      	  1      	0.116pixel_864-0.103pixel_310-0.101pixel_707-0.1pixel_223-0.097pixel_322...
  0      	  0      	  1      	-0.104pixel_156-0.1pixel_493-0.091pixel_624+0.088pixel_674-0.085pixel_770...
  0      	  0      	  1      	-0.105pixel_110+0.105pixel_707+0.104pixel_127+0.092pixel_724-0.091pixel_356...
  0      	  0      	  1      	0.116pixel_504-0.107pixel_324-0.099pixel_65+0.095pixel_849-0.092pixel_739...
  0      	  0      	  1      	0.094pixel_235+0.094pixel_644+0.093pixel_933-0.091pixel_96-0.088pixel_861...
  0      	  0      	  1      	-0.171pixel_492+0.107pixel_252+0.103pixel_546-0.096pixel_375+0.095pixel_605...
  0      	  0      	  1      	-0.103pixel_566-0.101pixel_376-0.099pixel_973+0.096pixel_505-0.095pixel_652...
  0      	  0      	  1      	0.1  pixel_204+0.093pixel_607-0.092pixel_95-0.09pixel_930-0.09pixel_733...
  0      	  0      	  1      	-0.102pixel_735-0.102pixel_906+0.1  pixel_830-0.097pixel_237+0.097pixel_957...
  0      	  0      	  1      	0.1  pixel_411-0.099pixel_923-0.095pixel_828+0.095pixel_62+0.092pixel_672...
  0      	  0      	  1      	0.117pixel_299-0.116pixel_970-0.11pixel_863+0.108pixel_685+0.102pixel_768...
  0      	  0      	  1      	-0.095pixel_771-0.093pixel_416+0.09 pixel_670-0.086pixel_358+0.085pixel_185...
  0      	  0      	  1      	0.112pixel_40-0.104pixel_848-0.102pixel_926+0.089pixel_251+0.088pixel_1004...
  0      	  0      	  1      	-0.109pixel_902-0.093pixel_976-0.092pixel_103-0.091pixel_834+0.088pixel_493...
  0      	  0      	  1      	0.098pixel_445+0.09 pixel_460+0.088pixel_227-0.086pixel_75+0.086pixel_162...
  0      	  0      	  1      	0.116pixel_140+0.107pixel_610+0.098pixel_280+0.096pixel_277+0.093pixel_145...
  0      	  0      	  1      	-0.108pixel_948-0.1pixel_557-0.092pixel_247+0.092pixel_685-0.091pixel_292...
  0      	  0      	  1      	-0.114pixel_78+0.112pixel_290-0.097pixel_190-0.097pixel_427+0.097pixel_554...
  0      	  0      	  1      	0.124pixel_79+0.106pixel_300+0.104pixel_653+0.092pixel_71-0.087pixel_479...
  0      	  0      	  1      	0.131pixel_695+0.088pixel_883+0.088pixel_7-0.088pixel_489-0.088pixel_980...
  0      	  0      	  1      	-0.117pixel_632+0.106pixel_272+0.101pixel_550-0.099pixel_358+0.09 pixel_367...
  0      	  0      	  1      	-0.116pixel_895+0.1  pixel_236-0.092pixel_640+0.091pixel_888-0.09pixel_637...
  0      	  0      	  1      	0.09 pixel_491+0.089pixel_529+0.089pixel_443-0.088pixel_160+0.087pixel_730...
  0      	  0      	  1      	-0.106pixel_368+0.105pixel_29-0.102pixel_685-0.101pixel_320-0.097pixel_579...
  0      	  0      	  1      	0.1  pixel_353-0.096pixel_927-0.094pixel_222+0.09 pixel_508+0.087pixel_560...
  0      	  0      	  1      	0.113pixel_374-0.106pixel_868+0.098pixel_982+0.096pixel_573-0.093pixel_557...
  0      	  0      	  1      	-0.127pixel_63-0.105pixel_27+0.103pixel_223+0.101pixel_994-0.096pixel_837...
  0      	  0      	  1      	0.103pixel_986+0.094pixel_93-0.088pixel_580-0.087pixel_416+0.086pixel_195...
  0      	  0      	  1      	0.129pixel_589-0.121pixel_140+0.114pixel_815+0.094pixel_149-0.089pixel_890...
  0      	  0      	  1      	-0.129pixel_558-0.101pixel_191-0.096pixel_361+0.094pixel_376-0.091pixel_6...
  0      	  0      	  1      	-0.109pixel_300-0.098pixel_832-0.09pixel_550-0.088pixel_555-0.087pixel_188...
  0      	  0      	  1      	0.114pixel_99-0.111pixel_98-0.1pixel_969+0.092pixel_505+0.089pixel_159...
  0      	  0      	  1      	0.095pixel_454+0.092pixel_164+0.092pixel_375+0.09 pixel_829-0.088pixel_604...
  0      	  0      	  1      	0.114pixel_66-0.106pixel_35+0.104pixel_4-0.099pixel_618+0.093pixel_739...
  0      	  0      	  1      	0.109pixel_401-0.103pixel_123+0.093pixel_129-0.093pixel_73+0.091pixel_130...
  0      	  0      	  1      	0.105pixel_3+0.105pixel_802+0.103pixel_954+0.098pixel_980-0.093pixel_365...
  0      	  0      	  1      	0.129pixel_636-0.107pixel_46-0.096pixel_492-0.096pixel_587+0.086pixel_325...
  0      	  0      	  1      	0.119pixel_1004-0.119pixel_811+0.114pixel_492-0.111pixel_557+0.094pixel_772...
  0      	  0      	  1      	0.102pixel_14+0.102pixel_195+0.099pixel_162+0.095pixel_475+0.09 pixel_180...
  0      	  0      	  1      	0.109pixel_162+0.098pixel_272+0.094pixel_1+0.094pixel_234+0.092pixel_664...
  0      	  0      	  1      	0.115pixel_57+0.115pixel_96-0.109pixel_87-0.104pixel_588-0.095pixel_511...
  0      	  0      	  1      	0.104pixel_663+0.104pixel_54-0.098pixel_87+0.096pixel_152+0.089pixel_761...
  0      	  0      	  1      	-0.12pixel_348+0.109pixel_38+0.103pixel_772+0.098pixel_251+0.091pixel_145...
  0      	  0      	  1      	-0.105pixel_157+0.09 pixel_699+0.089pixel_332-0.088pixel_847-0.088pixel_65...
  0      	  0      	  1      	0.116pixel_397-0.096pixel_819-0.089pixel_951+0.089pixel_158-0.089pixel_960...
  0      	  0      	  1      	0.105pixel_717-0.098pixel_576+0.095pixel_650+0.091pixel_557-0.089pixel_843...
  0      	  0      	  1      	0.129pixel_66-0.108pixel_491-0.099pixel_585+0.098pixel_787+0.097pixel_492...
  0      	  0      	  1      	0.111pixel_332+0.102pixel_373-0.101pixel_258+0.099pixel_161-0.09pixel_427...
  0      	  0      	  1      	0.118pixel_823-0.098pixel_270-0.091pixel_930+0.091pixel_578+0.09 pixel_753...
  0      	  0      	  1      	-0.121pixel_292+0.111pixel_162-0.102pixel_289+0.101pixel_428-0.094pixel_175...
  0      	  0      	  1      	-0.111pixel_8+0.104pixel_520+0.095pixel_41-0.09pixel_259+0.087pixel_805...
  0      	  0      	  1      	0.113pixel_324-0.099pixel_846+0.097pixel_247-0.09pixel_227+0.089pixel_539...
  0      	  0      	  1      	0.091pixel_426-0.09pixel_996-0.09pixel_45+0.088pixel_854-0.085pixel_218...
  0      	  0      	  1      	-0.104pixel_924+0.104pixel_515-0.09pixel_527-0.09pixel_149+0.089pixel_446...
  0      	  0      	  1      	-0.111pixel_570-0.101pixel_921-0.1pixel_195-0.094pixel_988-0.087pixel_391...
  0      	  0      	  1      	-0.103pixel_865-0.099pixel_271-0.097pixel_926+0.09 pixel_351+0.087pixel_98...
  0      	  0      	  1      	0.105pixel_958-0.1pixel_270-0.098pixel_32+0.097pixel_52+0.093pixel_492...
  0      	  0      	  1      	0.104pixel_633+0.101pixel_35+0.101pixel_739+0.1  pixel_260+0.095pixel_59...
  0      	  0      	  1      	-0.127pixel_837-0.104pixel_609-0.097pixel_163-0.095pixel_865-0.095pixel_38...
  0      	  0      	  1      	0.125pixel_491+0.094pixel_63-0.09pixel_453-0.089pixel_359-0.088pixel_426...
  0      	  0      	  1      	0.111pixel_525-0.107pixel_131-0.098pixel_324+0.097pixel_702+0.093pixel_414...
  0      	  0      	  1      	0.117pixel_429-0.113pixel_189+0.102pixel_60-0.1pixel_346+0.095pixel_114...
  0      	  0      	  1      	-0.107pixel_226-0.103pixel_299-0.097pixel_894-0.094pixel_30+0.089pixel_474...
  0      	  0      	  1      	0.116pixel_891+0.115pixel_319+0.108pixel_217-0.103pixel_491-0.092pixel_244...
  0      	  0      	  1      	0.126pixel_526-0.122pixel_268-0.113pixel_191+0.101pixel_293+0.095pixel_790...
  0      	  0      	  1      	0.113pixel_30+0.101pixel_307+0.094pixel_479+0.092pixel_503+0.091pixel_402...
  0      	  0      	  1      	-0.113pixel_587-0.1pixel_87-0.1pixel_494-0.098pixel_519+0.094pixel_460...
  0      	  0      	  1      	-0.122pixel_686+0.098pixel_891+0.093pixel_17-0.086pixel_258-0.082pixel_319...
  0      	  0      	  1      	-0.122pixel_226+0.113pixel_587-0.102pixel_927-0.101pixel_346-0.096pixel_699...
  0      	  0      	  1      	0.104pixel_176-0.098pixel_962+0.092pixel_20+0.091pixel_224-0.087pixel_143...
  0      	  0      	  1      	-0.096pixel_77-0.094pixel_408-0.092pixel_385-0.092pixel_639-0.09pixel_820...
  0      	  0      	  1      	-0.108pixel_376-0.103pixel_912+0.102pixel_970-0.1pixel_471-0.098pixel_620...
  0      	  0      	  1      	0.11 pixel_195+0.102pixel_693-0.092pixel_463-0.092pixel_354+0.091pixel_3...
  0      	  0      	  1      	0.108pixel_301+0.101pixel_493-0.091pixel_526+0.089pixel_458-0.087pixel_98...
  0      	  0      	  1      	0.118pixel_770-0.104pixel_392-0.095pixel_547-0.093pixel_716+0.09 pixel_481...
  0      	  0      	  1      	-0.102pixel_191-0.099pixel_585+0.097pixel_979+0.096pixel_692-0.094pixel_118...
  0      	  0      	  1      	0.112pixel_271-0.109pixel_45+0.106pixel_374+0.098pixel_622-0.092pixel_805...
  0      	  0      	  1      	0.121pixel_162+0.105pixel_277+0.098pixel_828+0.095pixel_894-0.095pixel_456...
  0      	  0      	  1      	0.123pixel_491-0.111pixel_962+0.101pixel_152+0.096pixel_507+0.094pixel_631...
  0      	  0      	  1      	0.096pixel_967+0.093pixel_949+0.091pixel_74+0.09 pixel_130-0.089pixel_184...
  0      	  0      	  1      	0.127pixel_716+0.101pixel_119-0.094pixel_134+0.093pixel_207+0.089pixel_94...
  0      	  0      	  1      	-0.105pixel_117-0.101pixel_116+0.101pixel_184+0.094pixel_349+0.088pixel_118...
  0      	  0      	  1      	0.105pixel_645-0.095pixel_95+0.095pixel_62-0.093pixel_557-0.092pixel_99...
  0      	  0      	  1      	0.116pixel_113-0.095pixel_3+0.092pixel_28+0.091pixel_164-0.09pixel_526...
  0      	  0      	  1      	-0.094pixel_3-0.094pixel_97-0.092pixel_471-0.087pixel_332+0.086pixel_325...
  0      	  0      	  1      	0.106pixel_933+0.092pixel_685-0.091pixel_518-0.09pixel_230-0.087pixel_291...
  0      	  0      	  1      	-0.125pixel_128-0.105pixel_593-0.103pixel_56+0.098pixel_900+0.089pixel_889...
  0      	  0      	  1      	-0.109pixel_461+0.108pixel_608-0.101pixel_8+0.095pixel_293+0.093pixel_464...
  0      	  0      	  1      	-0.135pixel_160-0.123pixel_235-0.11pixel_92-0.1pixel_495+0.098pixel_18...
  0      	  0      	  1      	-0.116pixel_492-0.109pixel_524-0.102pixel_61+0.095pixel_493-0.087pixel_260...
  0      	  0      	  1      	0.12 pixel_494+0.102pixel_35-0.098pixel_574+0.089pixel_312+0.089pixel_225...
  0      	  0      	  1      	0.097pixel_557-0.094pixel_27+0.091pixel_159-0.091pixel_207-0.091pixel_223...
  0      	  0      	  1      	0.107pixel_948-0.097pixel_388+0.096pixel_922+0.094pixel_598+0.092pixel_110...
  0      	  0      	  1      	-0.102pixel_915-0.088pixel_742-0.086pixel_101+0.084pixel_132-0.083pixel_355...
  0      	  0      	  1      	0.117pixel_813-0.099pixel_578+0.094pixel_546+0.092pixel_612-0.091pixel_1...
  0      	  0      	  1      	-0.108pixel_278-0.103pixel_94-0.102pixel_346-0.098pixel_159-0.093pixel_522...
  0      	  0      	  1      	0.115pixel_518-0.115pixel_293-0.108pixel_610+0.105pixel_633-0.099pixel_558...
  0      	  0      	  1      	0.104pixel_615+0.097pixel_894+0.091pixel_15+0.088pixel_118+0.087pixel_490...
  0      	  0      	  1      	0.109pixel_212+0.099pixel_609-0.094pixel_195+0.091pixel_682-0.091pixel_127...
  0      	  0      	  1      	-0.098pixel_833-0.097pixel_832-0.095pixel_43-0.094pixel_8-0.087pixel_492...
  0      	  0      	  1      	0.103pixel_198-0.103pixel_695+0.101pixel_850-0.1pixel_226+0.095pixel_486...
  0      	  0      	  1      	0.099pixel_227+0.093pixel_391-0.092pixel_1003+0.091pixel_829+0.089pixel_28...
  0      	  0      	  1      	-0.102pixel_24-0.097pixel_445+0.095pixel_281-0.09pixel_511-0.09pixel_44...
  0      	  0      	  1      	-0.094pixel_926+0.093pixel_890+0.093pixel_614-0.089pixel_438-0.086pixel_606...
  0      	  0      	  1      	-0.116pixel_586-0.115pixel_597+0.107pixel_949-0.097pixel_75+0.095pixel_652...
